Resource ID(s),Unique Identifier,Item Title,Date,Date Type,Digitization Nomination,Checksum Type,Publisher,Subject,Contributor,Description,Rights Statement,Storage Location,Physical Format,Generations,Condition,Asset Type,Channel Configuration Physical,Rights Summary,Language,Channel Configuration Digital,Preservation Sample Rate,Preservation Bit Depth,Digitization Grant,Duration Physical,Written notes on casing,Removal Nomination,Related Item IDs,Ancillary Materials,Program Name,Digital QC notes,Preservation Filename,Preservation File Location,Preservation Filesize,Checksum Value,Digitization Vendor,KBOO episode ID,Proxy Filename,Temporal Coverage,Date Digitized,Duration Digital,Audio Time Start,Spatial Coverage,Identifier2,IdentifierSource2
18289,CS-0862,CS-0862 title,1999-09-07,unknown,,,KBOO,Global Affairs,Will Seaman (KBOO),East Timor,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
11549,10-1122,Alternative Radio,1999-09-07,unknown,No,,Alternative Radio,"Education, Race, Class, Economy",Jonathan Kozol,Alternative Radio-Race&ClassInPublicSchools,This is an Alternative Radio program.,KBOO Archives Room,1/4 inch audio tape,,,Episode,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
18353,CS-0926,CS-0926 title,1999-09-01,unknown,,,,Fiction,Patricia Healey,novelist,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
18338,CS-0911,CS-0911 title,1999-09-01,unknown,,,,Government/Politics,Bill Mandel,expert on Soviet Union,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16801,CS-1100,Lockerbie airliner bombing trial,1999-09-01,unknown,,,,"War/Peace, Government/Politics, Global Affairs",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,04:30:00,,,,,,,,,,,,,,,,,,,,
11754,10-1327,10-1327 title,1999-09-01,unknown,,,,"Agriculture, Food",Howard Lyman,Mad Cowboy,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/4 inch audio tape,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17228,D-005,Art Hilgart hosts Broadway Revisited,1999-08-31,unknown,No,,National Public Radio,Labor,Studs Terkel,This episode reviews Stud Turkel's 'Working' (Musical): songs about labor.,This is an NPR program.,KBOO Archives Room,DAT,,,,,Non-Saleable,,stereo,44.1 kHz,16 bits,,00:59:00,,,,,,"long beep begins at 0:38, when audio begins there is a slight distortion, overall, clear audio",,,610 MB,,,,,,2016-07-07,01:00:30,00:01:18,,,
13903,7-1619,7-1619 title,1999-08-31,unknown,,,,Government/Politics,Michael Parenti,Alternative RadioepublicAgainstCaesar'-onOverthrowOfJCaesar,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/4 inch audio tape,,,,,Non-Saleable,,,,,,00:29:00,,,,,,,,,,,,,,,,,,,,
11548,10-1121,Alternative Radio,1999-08-31,unknown,No,,Alternative Radio,Labor,Elaine Bernard,Alternative Radio,This is an Alternative Radio program.,KBOO Archives Room,1/4 inch audio tape,,,Episode,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17245,D-015t8,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,,,Tape 8. Music Highlights,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
17244,D-015t7,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,,,Tape 7. Loops,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
17243,D-015t6,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,,,Tape 6. Judy Trejo,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
17242,D-015t5,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,,,Tape 5. Kayo,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
17241,D-015t4,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,Indigenous,Spider Moccasin (KBOO),Tape 4. Western Dims,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
17240,D-015t3,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,Indigenous,Spider Moccasin (KBOO),Tape 3. Wapeka,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
17239,D-015t2,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,Indigenous,Spider Moccasin (KBOO),Tape 2. Gary Small and his deacons,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
17238,D-015t1,KBOO American Indian Word and Music Festival,1999-08-21,recorded,,,KBOO,Indigenous,Spider Moccasin (KBOO),Tape 1. Spider Moccasin and his band,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,DAT,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00132,,,,,,,,
14168,CD-0014,KBOO Amer Indian Word & Music Fest-AlongTheTrail,1999-08-21,unknown,,,,Indigenous,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
