Resource ID(s),Unique Identifier,Item Title,Date,Date Type,Digitization Nomination,Checksum Type,Publisher,Subject,Contributor,Description,Rights Statement,Storage Location,Physical Format,Generations,Condition,Asset Type,Channel Configuration Physical,Rights Summary,Language,Channel Configuration Digital,Preservation Sample Rate,Preservation Bit Depth,Digitization Grant,Duration Physical,Written notes on casing,Removal Nomination,Related Item IDs,Ancillary Materials,Program Name,Digital QC notes,Preservation Filename,Preservation File Location,Preservation Filesize,Checksum Value,Digitization Vendor,KBOO episode ID,Proxy Filename,Temporal Coverage,Date Digitized,Duration Digital,Audio Time Start,Spatial Coverage,Identifier2,IdentifierSource2
17697,CS-0259,CS-0259 title,,unknown,,,,,Julianne McKinney,Mind Control,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17696,CS-0258,CS-0258 title,,unknown,,,,Government/Politics,Marlene Smith,on Contract on America,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17695,CS-0257,unknown title,,unknown,,,,Agriculture,Wes Jackson,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17694,CS-0256,CS-0256 title,,unknown,,,,,Virginia McCullogh,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17692,CS-0254,CS-0254 title,,unknown,,,,,Gene Wheaton,Tom Blanton,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17686,CS-0248,CS-0248 title,,unknown,,,,Fiction,Robert Coover,reads short stories,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:57:03,,,,,,,,,,,,,,,,,,,,
17685,CS-0246,CS-0246 title,,unknown,,,,"Fiction, African American",Alice Walker,intvw.,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:46:12,,,,,,,,,,,,,,,,,,,,
17684,CS-0245,CS-0245 title,,unknown,,,,"Fiction, African American",Alice Walker,reads from '1955',"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:36:06,,,,,,,,,,,,,,,,,,,,
17683,CS-0244,unknown title,,unknown,,,,"Government/Politics, War/Peace",Bo Greitz,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17681,CS-0242,CS-0242 title,,unknown,,,,"War/Peace, Energy/Natural Resources",,DrStrangelove'sChildren:GlobalSpreadOfNuclearWeapo,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,04:00:00,,,,,,,,,,,,,,,,,,,,
17680,CS-0241,CS-0241 title,,unknown,,,,"Race, African American, Civil Rights/Human Rights, Government/Politics",Rosa Parks,"RNader, FannyLHamer, IFStone:VoicesOfPacifica","This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17679,CS-0240,CS-0240 title,,unknown,,,,"Film, Police",Michael Parenti,on Oliver Stone's JFK film,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17677,CS-0238,CS-0238 title,,unknown,,,,Film,Oliver Stone,speech on JFK movie,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17672,CS-0233,CS-0233 title,,unknown,,,,"Health, Women, Health",Joan Borysenko,psycological approach to women's health,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17670,CS-0231,protest report,,unknown,,,,"Environment/Climate, Indigenous",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17669,CS-0230,Petra Kelly episode,,unknown,,,,Environment/Climate,Petra Kelly,speech read by someone else-same as 10-0380,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,eps00072,,,,,,,,
17666,CS-0227,interview on Backlash,,unknown,,,,Women,Susan Faludi,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,00:47:00,,,,,,,,,,,,,,,,,,,,
17664,CS-0225,CS-0225 title,,unknown,,,,Food,Frances Moore Lappe (Guest),,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17658,CS-0219,CS-0219 title,,unknown,,,,"Poetry, African American",Paule Marshall,"reads from Brown Girl, Brownstones","This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:29:10,,,,,,,,,,,,,,,,,,,,
17655,CS-0216,"interview on Reagan, Bush scandals",,unknown,,,,Government/Politics,Robert Parry,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17653,CS-0214,CS-0214 title,,unknown,,,,"Military/Veterans, War/Peace",John Stockwell,USHeldHostage:NewWorldOrder&PraetorianGuardInGulf,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17649,CS-0210,CS-0210 title,,unknown,,,,,Aida Carillo,"ClaraBaez, others.topic unknown. in Spanish","This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17639,CS-0200,CS-0200 title,,unknown,,,,,Helen Caldicott,speech,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17638,CS-0199,CS-0199 title,,unknown,,,,Environment/Climate,Helen Caldicott,compilation introduced by Tami Anderson,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17635,CS-0196,CS-0196 title,,unknown,,,,"Environment/Climate, Media, War/Peace",Helen Caldicott,speech to community radio group?,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17634,CS-0195,CS-0195 title,,unknown,,,,,Helen Caldicott,"May Day, May Day","This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,01:03:00,,,,,,,,,,,,,,,,,,,,
17631,CS-0192,CS-0192 title,,unknown,,,,"Women, Environment/Climate, Government/Politics",Helen Caldicott,GenderJustice&Env. InNewWorldOrder,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17625,CS-0186,Working for Survival-same as 10-0777,,unknown,,,,Environment/Climate,Helen Caldicott,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00052,,,,,,,,
17624,CS-0185,CS-0185 title,,unknown,,,,"Economy, Government/Politics, War/Peace",Michael Parenti,Facism&Nazism AmerEmpire&TheSpan-AmerWar,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:56:00,,,,,,,,,,,,,,,,,,,,
17623,CS-0184,CS-0184 title,,unknown,,,,"Government/Politics, Economy",Michael Parenti,RealFoundingFathers AgainstPsychohist Facism&Nazis,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17620,CS-0181,CS-0181 title,,unknown,,,,"Economy, Government/Politics",Michael Parenti,Marxism&TheCrisisOfEasternEurope,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,01:26:00,,,,,,,,,,,,,,,,,,,,
17619,CS-0180,CS-0180 title,,unknown,,,,"Government/Politics, Military/Veterans",Michael Parenti,PoliticsOfSin Polit.lMurderUSA Nat.InsecurityState,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:58:28,,,,,,,,,,,,,,,,,,,,
17618,CS-0179,CS-0179 title,,unknown,,,,Government/Politics,Michael Parenti,Human Nature & Politics,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,01:12:00,,,,,,,,,,,,,,,,,,,,
17617,CS-0178,CS-0178 title,,unknown,,,,,Michael Parenti,Struggles in the Land of Idols,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17616,CS-0177,CS-0177 title,,unknown,,,,"Economy, War/Peace",Michael Parenti,TheSword&TheDollar,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,01:15:00,,,,,,,,,,,,,,,,,,,,
17614,CS-0175,CS-0175 title,,unknown,,,,"Government/Politics, Economy",Michael Parenti,Facism:FalseRevolution Democracy&ClassWar,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:58:00,,,,,,,,,,,,,,,,,,,,
17613,CS-0174,CS-0174 title,,unknown,,,,Government/Politics,Michael Parenti,JFK & The Gangster Nature of the State,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17609,CS-0170,PIELC: Environmental Cost of Compromise,,unknown,,,KBOO,"Environment/Climate, Government/Politics",panel,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17608,CS-0169,PIELC: Women & The Environment,,unknown,,,KBOO,"Women, Environment/Climate",panel,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17607,CS-0168,PIELC women & pesticides,,unknown,,,KBOO,"Women, Environment/Climate, Science/Technology",panel,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17606,CS-0167,PIELC on women in the environmental movement,,unknown,,,KBOO,"Women, Environment/Climate",panel,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17605,CS-0166,CS-0166 title,,unknown,,,,Women,Naomi Wolf,on beauty  Faludi on Backlash,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17602,CS-0163,Nicaragua-foreign policy comes home-with RHerndon,,unknown,,,,"Global Affairs, War/Peace",Bill Means,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17601,CS-0162,Nicaragua & Indigenous Peoples,,unknown,,,,"Global Affairs, Indigenous",Bill Means,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17600,CS-0161,Yucca Mountain nuclear waste depository,,unknown,,,,"War/Peace, Environment/Climate",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17598,CS-0159,CS-0159 title,,unknown,,,,Arts/Culture,Dimaggio,Who Owns The Art?,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17597,CS-0158,Spiritual&EthicalResponse to the Right,,unknown,,,,"Government/Politics, Faith/Religion/Spirituality, African American",Cornel West,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17594,CS-0155,Portlandspeech-Policing the world's oceans-same as 10-0930,,unknown,,,,"Environment/Climate, Animals",Paul Watson,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,eps00069,,,,,,,,
17593,CS-0154,CS-0154 title,,unknown,,,,,Geronimo Pratt,Sabina Virgo,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17592,CS-0153,CS-0153 title,,unknown,,,,"Animals, Health",Bob Ulbrich,natural health for pets,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17591,CS-0152,interview in studio,,unknown,,,,Indigenous,John Trudell,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17589,CS-0150,env.EffectsOfDisplacementOfNativeHawaiians,,unknown,,,,"Global Affairs, Environment/Climate",Haunani Trask,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17587,CS-0148,"Harriet Lerner and Susie Bright discuss Food, Sex, and Relationships",,unknown,,,,"Sexuality, Food",Susie Bright,"HLerner, Katzen-FoodSexRelationships-sameAs","This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:58:32,,,10-0724,,,,,,,,,eps00043,,,,,,,,
17584,CS-0145,In Defense of Tomorrow-same as,,unknown,,,,,Sabina Virgo,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,7-0781,,,,,,,,,eps00017,,,,,,,,
17583,CS-0144,CS-0144 title,,unknown,,,,"Media, Government/Politics",panel,StateOfThe4thEstate:TheMedia&USForeignPolicy,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17581,CS-0142,interview,,unknown,,,,Arts/Culture,Jock Sturges,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17577,CS-0138,intvws. with skateboarders at Burnside sk. park,,unknown,,,,"Youth, Sports",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17575,CS-0136,"Armageddon, Theology & US Politics",,unknown,,,,"Government/Politics, Faith/Religion/Spirituality, War/Peace",Lanny Sinkin,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17574,CS-0135,CS-0135 title,,unknown,,,,"Government/Politics, Drugs",Daniel Sheehan,"Crack, Covert Ops& The Constitution","This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17572,CS-0133,Contragate: The Secret Team,,unknown,,,,"Government/Politics, Drugs",Daniel Sheehan,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17571,CS-0132,interview of Earth First founder,,unknown,,,,Environment/Climate,Mike Roselle,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17568,CS-0129,New World Order,,unknown,,,,Government/Politics,Robert Scheer,New World Order-same as 10-0860,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,eps00058,,,,,,,,
